time,app_memory,battery_power,last_update_trigger,light_sensor,active_notification_count,pressure_sensor,battery_temperature,screen_brightness,device['_locked,wifi_link_speed,interactive,doze_mode,battery_level,wifi_signal_strength,total_tx_gb,wifi_frequency,app_rx_gb,app_tx_gb,last_used_app,total_rx_gb,detected_activity,proximity_sensor,steps_sensor,headphones,volume_level_call,volume_level_music,volume_level_accessibility,music_active,wifi_connection,network_type,mobile_rx_gb,mobile_tx_gb,audio_mode,phone_state,volume_level_system,bluetooth_connection,bluetooth_state,battery_state,is_charging,charger_type,battery_health,ble_transmitter,do_not_disturb_sensor,screen_off_timeout,speakerphone,mobile_data,wifi_state,power_save,device_id
2023-01-27 12:15:00,0.02247619047619048,0,android.intent.action.TIME_TICK,540.1428571428571,16,0,21.033333333333335,94.6,off,0,on,off,90,0,0.334,0,0.00615,0.003,com.whatsapp,0.86,unknown,2.5,5312.571428571428,off,0,7.5,7.0,on,<not connected>,cellular,0.019,0.012,in_call,offhook,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 12:30:00,0.02009090909090909,0,android.intent.action.TIME_TICK,83.45833333333333,10.444444444444445,0,21.258333333333333,74.1,off,0,off,off,89,0,0.334,0,0.00635,0.00315,com.android.launcher,0.866,unknown,2.5,5312.571428571428,off,0,2,2,on,<not connected>,cellular,0.026,0.012,in_call,offhook,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 12:45:00,0.021162162162162164,0,android.intent.action.TIME_TICK,95.88,11.0,0,22.09166666666667,64.93333333333334,off,0,on,off,88,0,0.335,0,0.006600000000000001,0.0033499999999999997,com.android.launcher,0.868,unknown,2.5,5312.571428571428,off,0,2,2,on,<not connected>,cellular,0.028,0.013,in_call,offhook,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 13:00:00,0.022047619047619052,0,SensorWorker,123.5,7.0,0,21.88333333333333,98.8,off,0,on,off,87,0,0.335,0,0.00685,0.0033499999999999997,com.whatsapp,0.869,unknown,5,5664.0,off,0,2,2,on,<not connected>,cellular,0.029,0.013,in_call,offhook,0,0.5,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 13:15:00,0.022214285714285718,0,SensorWorker,534.4444444444445,9.5,0,21.220000000000002,64.44444444444444,off,0,on,off,87,0,0.336,0,0.007050000000000001,0.0035,com.whatsapp,0.872,walking,2.0,6003.222222222223,off,0,2,2,on,<not connected>,cellular,0.032,0.014,in_call,offhook,0,0.5,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 13:30:00,0.021374999999999998,0,android.intent.action.TIME_TICK,534.4444444444445,13,0,21.166666666666668,22.5,off,0,on,off,86,0,0.336,0,0.0072,0.0036,com.whatsapp,0.8765000000000001,walking,2.0,6003.222222222223,off,0,2,2,on,<not connected>,cellular,0.036000000000000004,0.014,in_call,offhook,0,0.5,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 13:45:00,0.024000000000000004,0,android.intent.action.SCREEN_ON,678.2857142857143,6.333333333333333,0,21.366666666666664,97.33333333333333,off,0,on,off,86,0,0.336,0,0.0073,0.0037,com.whatsapp,0.8765000000000001,walking,2.5,6003.222222222223,off,0,2,2,on,<not connected>,cellular,0.036000000000000004,0.014,in_call,offhook,0,0.5,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 14:00:00,0.01925,0,SensorWorker,678.2857142857143,6.333333333333333,0,21.1,97.33333333333333,off,0,on,off,85,0,0.337,0,0.0074,0.0037,com.whatsapp,0.8765000000000001,walking,2.5,6003.222222222223,off,0,2,2,on,<not connected>,cellular,0.036000000000000004,0.015,in_call,offhook,0,0.5,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 14:15:00,0.02064285714285714,0,SensorWorker,678.2857142857143,12,0,21.166666666666668,22.5,off,0,on,off,85,0,0.337,0,0.0075,0.0037,com.whatsapp,0.8785000000000001,walking,2.5,6003.222222222223,off,0,2,2,on,<not connected>,cellular,0.0385,0.015,in_call,offhook,0,0.5,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 14:30:00,0.020375,0,SensorWorker,678.2857142857143,12,0,21.0,22.5,off,0,on,off,85,0,0.337,0,0.0075,0.0037,com.whatsapp,0.8785000000000001,walking,2.5,6003.222222222223,off,0,2,2,on,<not connected>,cellular,0.0385,0.015,in_call,offhook,0,0.5,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 14:45:00,0.022166666666666668,0,android.intent.action.SCREEN_ON,678.2857142857143,13,0,21.0,22.5,off,0,on,off,84,0,0.337,0,0.0076,0.0038,com.whatsapp,0.8785000000000001,walking,2.5,6003.222222222223,off,0,2,2,on,<not connected>,cellular,0.0385,0.015,in_call,offhook,0,0.5,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 15:00:00,0.02,0,SensorWorker,678.2857142857143,13,0,20.95,22.5,off,0,on,off,84,0,0.338,0,0.0077,0.0038,com.whatsapp,0.8785000000000001,walking,2.5,6003.222222222223,off,0,2,2,on,<not connected>,cellular,0.0385,0.016,in_call,offhook,0,0.5,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 15:15:00,0.020571428571428574,0,SensorWorker,678.2857142857143,13,0,21.15,22.5,off,0,on,off,83,0,0.338,0,0.0077,0.0038,com.whatsapp,0.88,walking,2.5,6003.222222222223,off,0,2,2,on,<not connected>,cellular,0.0385,0.016,in_call,offhook,0,0.5,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 15:30:00,0.02228571428571428,0,SensorWorker,678.2857142857143,13,0,21.05,22.5,off,0,on,off,83,0,0.338,0,0.0078,0.0038,com.whatsapp,0.88,walking,2.5,6003.222222222223,off,0,2,2,on,<not connected>,cellular,0.0385,0.016,in_call,offhook,0,0.5,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 15:45:00,0.021578947368421055,0,android.intent.action.SCREEN_ON,11.75,12.5,0,21.86666666666667,63.375,off,0,on,off,82,0,0.339,0,0.00795,0.00395,com.whatsapp,0.882,walking,2.5,6003.222222222223,off,0,2,2,on,<not connected>,cellular,0.041,0.017,in_call,offhook,0,0.5,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 16:00:00,0.022999999999999996,0,android.intent.action.SCREEN_ON,11.75,12.5,0,22.2,63.375,off,0,on,off,82,0,0.339,0,0.00795,0.00395,com.whatsapp,0.883,walking,2.5,6003.222222222223,off,0,2,2,on,<not connected>,cellular,0.043,0.017,in_call,offhook,0,0.5,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 16:15:00,0.022666666666666665,0,android.intent.action.TIME_TICK,654.8571428571429,7,0,22.53333333333333,150.25,off,0,on,off,82,0,0.34,0,0.0081,0.00395,com.whatsapp,0.883,walking,5,6003.222222222223,off,0,2,2,on,<not connected>,cellular,0.043,0.018,in_call,offhook,0,0.5,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 16:30:00,0.0216,0,android.intent.action.TIME_TICK,636.2,11.0,0,22.520000000000003,152.5,off,0,on,off,81,0,0.34,0,0.0082,0.0041,com.whatsapp,0.884,walking,1.6666666666666667,6003.222222222223,off,0,2,2,on,<not connected>,cellular,0.043,0.018,in_call,offhook,0,0.5,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 16:45:00,0.02145454545454546,0,android.intent.action.TIME_TICK,403.57894736842104,11.0,0,23.5,97.71428571428571,off,0,on,off,80,0,0.34,0,0.00835,0.0042,com.whatsapp,0.884,unknown,2.5,6309.333333333333,off,0,2,2,on,<not connected>,cellular,0.044,0.019,in_call,offhook,0,0.5,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 17:00:00,0.02112903225806452,0,SensorWorker,281.6923076923077,1,0,24.20909090909091,115.0,off,0,on,off,79,0,0.341,0,0.0086,0.0043,com.android.launcher,0.8985,in_vehicle,2.5,6309.333333333333,off,0,2,2,on,<not connected>,cellular,0.06266666666666666,0.02,in_call,offhook,0,0.5,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 17:15:00,0.020050000000000005,0,android.intent.action.TIME_TICK,246.33333333333334,2.75,0,29.400000000000002,96.25,on,0,off,off,77.5,0,0.3425,0,0.00885,0.0044,com.whatsapp,0.941875,in_vehicle,2.5,6309.333333333333,off,0,9.0,8.5,on,<not connected>,cellular,0.10400000000000001,0.021,in_call,offhook,0,2,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 17:30:00,0.020550000000000006,0,SensorWorker,152.5,1.5,0,30.849999999999998,126.83333333333333,on,0,off,off,75.5,0,0.344,0,0.009,0.0044,com.android.launcher,0.9634999999999999,in_vehicle,2.5,6400.5,off,0,2,2,on,<not connected>,cellular,0.12566666666666668,0.022,in_call,offhook,0,1,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 17:45:00,0.022578947368421056,0,android.intent.action.TIME_TICK,30.928571428571427,1.5,0,29.122222222222224,79.66666666666667,on,0,off,off,73.5,0,0.344,0,0.00915,0.0045,com.android.launcher,0.9634999999999999,unknown,2.5,6400.5,off,0,2,2,on,<not connected>,cellular,0.12566666666666668,0.022,in_call,offhook,0,1,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 18:00:00,0.021058823529411765,0,SensorWorker,3.8,1.5,0,27.375,84,on,0,on,off,72,0,0.344,0,0.0093,0.0045,com.android.launcher,0.968,unknown,5,6514.666666666667,off,0,2,2,on,<not connected>,cellular,0.12566666666666668,0.0225,in_call,offhook,0,1,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 18:15:00,0.021470588235294116,0,SensorWorker,181.5,3.5,0,28.45,127.0,on,0,on,off,71,0,0.345,0,0.0095,0.0046,com.android.launcher,0.9704999999999999,unknown,0,7028.833333333333,off,0,2,2,on,<not connected>,cellular,0.1295,0.023,in_call,offhook,0,1,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 18:30:00,0.023150000000000004,0,android.intent.action.SCREEN_OFF,69.0,3.5,0,30.48333333333333,71.5,on,0,off,off,69.5,0,0.345,0,0.00975,0.0047,com.android.launcher,0.9704999999999999,still,5,7532.5,off,0,1,1,on,<not connected>,cellular,0.131,0.023,in_call,offhook,0,1,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 18:45:00,0.0217741935483871,0,android.intent.action.SCREEN_ON,44.06666666666667,3.5,0,31.05,103.0,off,0,on,off,68,0,0.346,0,0.01,0.0048,com.android.launcher,0.972,walking,2.5,8115.2307692307695,off,0,1,1,on,<not connected>,cellular,0.131,0.024,in_call,offhook,0,1,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 19:00:00,0.021058823529411765,0,android.intent.action.SCREEN_ON,40.81818181818182,3.5,0,30.461538461538456,75.8,off,0,on,off,66.5,0,0.346,0,0.0103,0.0049499999999999995,com.whatsapp,0.9735,walking,1.6666666666666667,9076.642857142857,off,0,1,1,on,<not connected>,cellular,0.133,0.024,in_call,offhook,0,1,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 19:15:00,0.021808510638297876,0,android.intent.action.SCREEN_ON,40.81818181818182,2.8,0,31.758823529411764,28.5,off,0,on,off,64.5,0,0.347,0,0.0106,0.0051,com.facebook.orca,0.9948333333333332,unknown,1.6666666666666667,9405.5,off,0,4,4,on,<not connected>,cellular,0.1565,0.025,in_call,offhook,0,1,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 19:30:00,0.022352941176470582,0,android.intent.action.TIME_TICK,1.0,3.142857142857143,0,32.56363636363636,28.5,off,23.666666666666668,off,off,62.0,-39.5,0.348,1206.0,0.011049999999999999,0.0052499999999999995,com.android.launcher,1.009,unknown,2.5,9434.666666666666,off,0,4,4,on,MEO-CASA2D,wifi,0.11266666666666668,0.013,in_call,offhook,0,1,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 19:45:00,0.021840000000000002,0,android.net.wifi.STATE_CHANGE,36.25,2.5,0,28.115384615384617,118,off,252.5,on,off,62.0,-39.5,0.348,3956.0,0.01145,0.0054,com.android.launcher,1.0105,unknown,2.5,9654.5,off,0,4,4,on,MEO-CASA2D,wifi,0.0,0.013,in_call,offhook,0,1,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 20:00:00,0.022090909090909095,0,android.intent.action.SCREEN_ON,19.9,5.333333333333333,0,21.685714285714287,54.875,off,252.5,on,off,60,-39.5,0.349,3956.0,0.01165,0.0055,com.android.launcher,1.013,unknown,2.5,9654.5,off,0,4,4,on,MEO-CASA2D,wifi,0.0,0.013,in_call,offhook,0,1,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
